,retweet_count,favorite_count,followers_count,predict_class_label,Date_class
19818,7,0,1.43,4,2
19819,9,0,0.435,4,2
19820,105,0,0.136,4,3
19821,42,288,6.82,4,3
19822,14,63,6.82,2,0
19823,260,600,43,2,4
19824,14,0,0.136,4,3
19825,64,390,6.82,4,1
19826,52,359,43,2,0
19827,631,0,0.435,2,1
19828,45,0,0.435,4,3
19829,5,0,0.136,4,3
19830,44,0,0.0364,4,3
19831,1035,2896,43,2,4
19832,14,0,0.0364,2,4
19833,3,0,1.43,4,2
19834,0,0,1.43,4,1
19835,27,207,6.82,4,1
19836,18,76,1.43,2,1
19837,66,0,6.82,2,0
19838,3,0,0.0364,4,3
19839,36,0,1.43,4,1
19840,1,12,0.136,2,3
19841,9,23,0.136,4,0
19842,15,0,0.136,3,4
19843,1,4,1.43,1,0
19844,14,96,1.43,4,0
19845,2,0,0.0364,2,4
19846,26,0,1.43,1,1
19847,283,1343,6.82,2,2
19848,2,50,0.0364,4,4
19849,10,0,1.43,2,0
19850,6,40,0.136,3,3
19851,58,0,0.435,2,3
19852,479,1081,43,2,0
19853,4,38,0.0364,4,3
19854,1429,7961,6.82,4,3
19855,2612,12914,43,2,3
19856,5,17,0.136,4,0
19857,22,131,6.82,2,3
19858,9766,9060,43,2,3
19859,5,0,0.0364,2,0
19860,688,0,43,2,3
19861,8,0,1.43,3,3
19862,14,42,1.43,1,1
19863,1601,1973,43,2,4
19864,219,1330,6.82,2,0
19865,44,468,6.82,2,0
19866,41,154,1.43,4,3
19867,44,0,6.82,2,0
19868,118,0,0.435,1,2
19869,1887,5538,6.82,4,1
19870,1151,0,0.435,2,3
19871,55,0,1.43,4,2
19872,2,0,0.0364,4,3
19873,0,1,0.0364,2,0
19874,54,150,0.136,3,0
19875,119,0,0.435,3,2
19876,244,0,1.43,3,0
19877,573,4259,43,2,4
19878,487,0,43,2,3
19879,0,2,0.136,3,4
19880,1,89,0.0364,3,3
19881,141,0,0.435,1,3
19882,1440,0,43,4,4
19883,7156,0,0.0364,4,3
19884,11,92,0.136,2,4
19885,1885,650,43,2,0
19886,12,54,0.136,2,3
19887,7783,11385,43,2,3
19888,47,446,6.82,1,3
19889,928,6141,43,2,0
19890,32,142,0.435,3,2
19891,103,747,6.82,2,1
19892,1780,0,0.0364,4,4
19893,3,0,0.136,4,3
19894,930,0,0.435,4,1
19895,19,0,0.136,4,4
19896,25,232,6.82,2,3
19897,18,0,0.435,1,3
19898,1,0,1.43,1,3
19899,20,37,0.136,4,3
19900,50,0,43,2,4
19901,11,27,0.136,2,0
19902,10,167,0.136,3,4
19903,0,8,0.0364,4,3
19904,3,10,0.136,4,0
19905,2404,0,0.0364,2,3
19906,3246,12190,43,2,3
19907,16,54,0.136,4,0
19908,1,0,1.43,3,3
19909,2,74,1.43,2,3
19910,42,0,0.435,4,3
19911,0,1,0.0364,4,4
19912,5,0,0.435,3,0
19913,22,235,1.43,2,1
19914,7054,8279,43,2,0
19915,0,2,0.0364,2,4
19916,47,206,6.82,2,2
19917,29,0,6.82,2,0
19918,9916,67453,43,1,4
19919,0,0,0.0364,4,3
19920,41,357,6.82,2,1
19921,0,2,0.136,2,0
19922,16,47,1.43,4,1
19923,0,1,1.43,2,2
19924,4,84,0.136,2,4
19925,22,160,6.82,4,1
19926,6359,0,0.0364,4,4
19927,0,0,1.43,2,0
19928,10,0,1.43,4,0
19929,0,3,0.0364,4,4
19930,220,0,0.435,2,1
19931,0,0,0.0364,4,3
19932,5,20,1.43,4,3
19933,2,10,1.43,4,1
19934,0,8,0.0364,4,3
19935,20680,88386,43,1,0
19936,561,458,43,2,3
19937,2,0,0.0364,4,3
19938,33,0,6.82,2,1
19939,401,0,6.82,2,0
19940,4,0,0.136,4,4
19941,65,0,6.82,4,3
19942,15,0,6.82,4,3
19943,76,349,0.435,1,3
19944,8,0,0.0364,1,0
19945,0,0,0.136,4,4
19946,131,0,0.136,3,3
19947,31,0,1.43,4,0
19948,0,0,0.0364,2,3
19949,0,3,0.0364,2,4
19950,180,1424,6.82,4,2
19951,963,0,0.136,3,4
19952,103,0,0.435,4,3
19953,21,0,0.435,1,3
19954,5,36,1.43,1,1
19955,2620,16728,43,4,4
19956,9457,15032,43,2,3
19957,9,19,0.0364,4,0
19958,57,46,43,3,3
19959,30,81,0.136,2,3
19960,1,0,0.0364,4,3
19961,1934,10089,6.82,4,0
19962,78,849,6.82,4,1
19963,2,21,0.136,3,0
19964,4319,0,0.435,1,2
19965,3,15,0.136,3,3
19966,58,0,1.43,2,1
19967,70,0,0.435,1,1
19968,0,0,0.0364,3,4
19969,389,2423,6.82,3,0
19970,0,1,1.43,4,0
19971,0,0,1.43,3,2
19972,131,121,43,2,0
19973,11,0,0.435,3,2
19974,0,0,0.136,4,4
19975,3350,0,1.43,2,1
19976,56,60,0.136,4,4
19977,2,0,1.43,1,2
19978,1,0,0.0364,2,0
19979,0,2,0.0364,4,3
19980,5086,0,0.435,3,0
19981,22,126,0.136,1,4
19982,9,0,1.43,4,2
19983,0,0,0.0364,2,3
19984,390,352,43,2,3
19985,539,0,0.435,3,2
19986,4,0,0.435,4,2
19987,7,0,1.43,4,0
19988,39,440,6.82,2,2
19989,4,11,0.136,1,4
19990,1,0,0.0364,4,3
19991,12,106,6.82,2,1
19992,205,0,0.435,4,1
19993,3,12,0.136,4,0
19994,591,0,0.435,4,0
19995,660,8635,43,2,4
19996,4,0,1.43,3,2
19997,21,104,1.43,3,3
19998,19,0,6.82,2,3
19999,92,220,0.435,4,1
20000,733,5574,43,4,1
20001,56,531,6.82,4,2
20002,0,6,0.0364,4,4
20003,13,0,0.0364,1,3
20004,37,0,0.435,4,0
20005,392,1933,43,2,3
20006,3,0,1.43,1,4
20007,3,0,1.43,2,2
20008,1792,0,0.435,4,3
20009,182,832,6.82,4,2
20010,2173,0,0.0364,4,0
20011,2063,10292,43,2,4
20012,524,1596,43,2,0
20013,6,9,0.136,3,3
20014,3413,16117,43,2,0
20015,1934,21098,43,2,0
20016,8,0,0.435,1,1
20017,29,0,0.435,3,2
20018,15,0,0.435,2,1
20019,22,69,0.435,2,3
20020,2,4,0.136,4,4
20021,555,2285,6.82,1,0
20022,79,700,6.82,2,3
20023,153,0,0.136,2,3
20024,456,0,1.43,1,1
20025,16,261,1.43,4,3
20026,416,1084,43,4,3
20027,60,0,0.435,1,3
20028,47,92,0.435,1,3
20029,187,0,6.82,4,0
20030,20,95,43,2,3
20031,0,0,0.0364,4,4
20032,2,20,0.0364,4,0
20033,22,0,0.435,2,3
20034,10,0,0.0364,2,3
20035,9,0,6.82,4,3
20036,73,0,0.435,4,3
20037,10803,20323,43,2,4
20038,6,7,0.136,1,3
20039,1238,637,43,2,0
20040,0,3,1.43,3,0
20041,5,0,0.435,1,0
20042,19,127,6.82,4,4
20043,1,13,0.136,4,0
20044,0,0,0.0364,4,4
20045,3054,0,0.435,3,3
20046,241,0,0.435,3,1
20047,68,255,1.43,4,0
20048,3,27,0.435,2,1
20049,6,0,6.82,1,0
20050,366,1301,43,2,4
20051,3,12,0.136,4,0
20052,92,0,0.435,3,0
20053,3,6,0.136,4,4
20054,0,2,0.0364,2,0
20055,0,0,0.136,3,4
20056,369,310,43,1,3
20057,53,0,6.82,3,3
20058,5,23,0.136,2,0
20059,6,10,0.136,2,3
20060,45,0,6.82,1,2
20061,28,206,6.82,2,0
20062,80,0,1.43,2,1
20063,0,8,1.43,1,2
20064,59,342,6.82,2,1
20065,7,0,1.43,2,2
20066,18,69,0.136,2,3
20067,4,22,0.136,2,3
20068,31,497,6.82,2,3
20069,759,1354,43,4,4
20070,68,0,0.435,2,3
20071,263,1554,6.82,2,1
20072,1389,4690,43,2,4
20073,291,2735,6.82,4,3
20074,131,217,1.43,2,0
20075,4,45,1.43,3,0
20076,11,0,0.0364,4,3
20077,0,1,0.136,4,4
20078,137,156,43,4,4
20079,20,0,6.82,3,0
20080,385,4580,43,2,4
20081,4,0,0.0364,2,3
20082,29,0,6.82,4,2
20083,147,0,43,2,0
20084,45,631,6.82,2,2
20085,0,0,0.136,1,3
20086,77,0,0.435,4,1
20087,4,31,0.136,1,0
20088,432,0,0.435,1,3
20089,19,18,0.136,1,4
20090,0,1,0.0364,4,4
20091,241,0,1.43,2,3
20092,1,0,0.136,4,4
20093,7,13,0.136,2,4
20094,60,242,6.82,2,0
20095,4,65,1.43,1,2
20096,4,11,0.136,4,4
20097,1637,0,0.435,4,2
20098,5,0,0.0364,2,3
20099,398,0,0.435,2,1
20100,8,30,0.435,1,2
20101,3471,0,0.0364,4,3
20102,18,0,6.82,4,0
20103,0,2,1.43,3,1
20104,101,0,0.435,4,2
20105,0,1,1.43,3,0
20106,15,0,0.435,4,0
20107,1,10,0.0364,4,0
20108,3798,11171,6.82,2,2
20109,16,0,0.136,4,0
20110,10,73,1.43,4,2
20111,25,109,1.43,1,3
20112,11,0,0.0364,4,2
20113,529,1662,43,2,3
20114,5,17,0.136,4,4
20115,0,3,0.0364,3,3
20116,20,0,6.82,4,2
20117,8678,11560,43,2,3
20118,8,22,0.136,4,3
20119,497,0,0.0364,1,2
20120,2,0,0.0364,4,4
20121,548,5522,43,2,2
20122,14,0,0.435,3,3
20123,111,0,0.435,4,2
20124,1672,0,0.435,3,3
20125,206,697,6.82,2,3
20126,1,2,1.43,4,2
20127,973,0,0.435,1,0
20128,0,1,0.0364,4,0
20129,10,0,0.136,3,3
20130,5391,0,43,2,2
20131,25,0,0.0364,4,2
20132,0,4,0.0364,3,0
20133,133,913,6.82,4,0
20134,0,0,0.0364,4,0
20135,216,698,43,2,4
20136,0,0,0.0364,4,0
20137,19,0,0.136,3,0
20138,217,748,43,2,4
20139,17,64,0.435,2,3
20140,1809,0,0.435,4,2
20141,0,2,0.0364,4,4
20142,12,0,6.82,2,3
20143,16,48,0.136,4,4
20144,988,7851,43,4,3
20145,401,0,6.82,2,0
20146,666,1532,0.435,1,0
20147,1297,0,6.82,2,0
20148,22,0,1.43,1,2
20149,16,0,6.82,4,2
20150,5,17,0.136,2,0
20151,1,0,1.43,1,1
20152,26,117,6.82,4,0
20153,7,46,0.136,4,3
20154,9,0,0.0364,2,0
20155,1,0,1.43,4,0
20156,0,3,0.0364,4,3
20157,63,795,6.82,2,1
20158,11,28,0.136,3,0
20159,47,219,6.82,2,3
20160,2030,9146,43,2,4
20161,9,0,0.0364,4,3
20162,16,0,0.435,1,0
20163,0,1,0.0364,1,0
20164,0,0,1.43,1,3
20165,30,0,0.435,3,0
20166,3,31,0.136,2,3
20167,4,28,1.43,4,3
20168,454,1771,43,2,4
20169,8,36,0.0364,2,4
20170,776,3349,6.82,2,1
20171,1943,0,1.43,2,3
20172,798,0,0.435,1,1
20173,0,0,1.43,3,0
20174,619,0,0.435,4,2
20175,821,3474,43,4,0
20176,28,216,6.82,3,0
20177,9646,48825,43,2,0
20178,2,0,0.0364,2,3
20179,0,2,0.0364,4,3
20180,7761,18546,43,2,4
20181,92,0,1.43,2,3
20182,1,0,0.0364,2,2
20183,257,721,1.43,4,3
20184,6,15,0.0364,2,4
20185,1129,0,0.435,1,0
20186,350,0,0.0364,2,0
20187,126,378,1.43,4,3
20188,0,1,0.136,2,2
20189,50,0,0.136,3,4
20190,361,0,0.435,4,3
20191,1764,3166,0.435,2,1
20192,13,0,0.136,4,0
20193,1,22,0.0364,2,0
20194,14,0,0.0364,2,4
20195,7,0,1.43,4,1
20196,7,16,0.136,2,3
20197,50,390,6.82,4,2
20198,5875,14956,6.82,4,2
20199,194,0,0.435,2,0
20200,1549,1755,43,2,4
20201,38,0,0.435,1,1
20202,13,0,6.82,2,1
20203,50,291,6.82,4,0
20204,27,188,6.82,4,2
20205,8,20,0.136,4,3
20206,15,102,0.136,2,4
20207,105,0,6.82,2,1
20208,2117,0,0.0364,4,2
20209,9,0,0.435,1,0
20210,36,0,0.0364,4,3
20211,251,0,0.435,3,3
20212,6,64,1.43,2,1
20213,362,0,0.0364,4,0
20214,10,0,0.136,4,3
20215,2612,12914,43,2,3
20216,0,0,1.43,4,2
20217,2020,27443,43,2,0
20218,14,18,0.136,3,0
20219,1029,1857,0.435,3,0
20220,707,0,6.82,4,3
20221,32,0,6.82,4,2
20222,38,122,1.43,3,2
20223,132,893,6.82,4,0
20224,14561,0,0.0364,3,3
20225,1,1,1.43,4,1
20226,13,0,0.435,4,3
20227,14,27,0.136,1,3
20228,5,0,0.0364,4,3
20229,32,0,1.43,2,1
20230,1,0,0.0364,4,3
20231,13,0,0.0364,4,2
20232,1,0,0.0364,2,3
20233,13,0,6.82,1,1
20234,42,0,0.136,2,3
20235,1097,5459,6.82,2,1
20236,16960,21780,43,4,4
20237,17,54,0.435,1,1
20238,839,4247,43,2,4
20239,501,2101,6.82,4,0
20240,4,70,1.43,4,3
20241,1,0,1.43,2,1
20242,4011,31466,43,2,3
20243,60,0,0.435,4,3
20244,14,0,0.136,4,3
20245,24,0,0.435,3,2
20246,24,0,0.435,2,2
20247,748,0,6.82,2,1
20248,46,464,6.82,4,3
20249,18,31,0.136,4,3
20250,12,0,0.435,4,2
20251,729,0,6.82,1,3
20252,25,94,1.43,4,2
20253,1,0,0.0364,4,3
20254,0,2,6.82,2,3
20255,11,0,1.43,2,3
20256,103,0,0.435,4,3
20257,255,1834,6.82,2,2
20258,57,572,6.82,2,2
20259,1651,0,0.435,2,1
20260,605,609,43,4,0
20261,224,0,0.435,3,0
20262,12,0,1.43,1,2
20263,1483,0,0.435,4,2
20264,0,6,0.0364,4,4
20265,15,18,0.136,1,3
20266,51160,0,0.0364,4,2
20267,28,0,0.136,3,4
20268,0,6,0.0364,4,3
20269,313,1845,43,2,4
20270,21,365,6.82,4,2
20271,59,351,6.82,4,0
20272,1,0,0.136,3,0
20273,15,0,0.136,2,0
20274,101,1888,43,2,3
20275,14,0,0.136,4,3
20276,48,0,6.82,4,0
20277,10,0,0.435,4,3
20278,249,794,43,2,2
20279,373,0,0.435,3,2
20280,0,0,0.0364,4,3
20281,714,0,0.435,2,2
20282,30,0,6.82,1,2
20283,1059,331,43,2,0
20284,3265,29819,43,2,3
20285,39,0,0.136,3,4
20286,13,0,0.435,4,3
20287,255,0,43,2,3
20288,40,0,6.82,4,1
20289,3093,0,0.435,3,1
20290,0,0,0.0364,4,4
20291,0,2,1.43,4,2
20292,9,59,1.43,2,1
20293,5296,12660,6.82,4,0
20294,2,0,1.43,2,2
20295,0,0,1.43,2,0
20296,43,0,0.0364,2,0
20297,0,0,0.0364,1,3
20298,66,143,0.136,1,4
20299,18,0,0.136,4,3
20300,0,0,1.43,4,0
20301,73,933,6.82,4,0
20302,199,1365,6.82,4,0
20303,909,0,0.0364,4,3
20304,1653,1234,43,2,4
20305,15,0,0.435,1,3
20306,0,0,0.0364,2,4
20307,0,2,0.0364,3,4
20308,9289,60734,43,2,0
20309,257,326,43,2,2
20310,0,1,0.0364,2,3
20311,0,23,6.82,4,0
20312,18,0,6.82,2,2
20313,59,248,1.43,2,3
20314,205,0,0.435,4,1
20315,102,0,0.435,1,1
20316,77,0,43,2,0
20317,0,8,1.43,2,1
20318,1,0,0.0364,4,3
20319,2194,5485,43,2,0
20320,10,0,0.435,4,2
20321,38,0,0.435,1,0
20322,2,39,1.43,4,3
20323,17,117,6.82,4,0
20324,33,0,0.435,4,1
20325,34,136,1.43,4,1
20326,5,11,0.136,3,3
20327,110,0,1.43,4,1
20328,17,57,1.43,4,2
20329,4985,5847,43,2,0
20330,79,0,0.435,3,3
20331,26582,45126,43,2,0
20332,110,154,43,2,4
20333,25,0,0.435,4,3
20334,136,0,0.435,4,1
20335,32,0,0.435,2,2
20336,176,254,0.435,3,3
20337,0,1,0.136,2,4
20338,5,17,0.136,4,3
20339,8,20,0.136,2,0
20340,129,643,6.82,2,3
20341,351,0,0.435,1,3
20342,6,11,0.136,4,0
20343,0,1,0.0364,4,4
20344,227,1555,6.82,4,1
20345,32,353,6.82,4,3
20346,7,11,0.136,4,4
20347,1615,598,43,2,3
20348,39,46,0.136,4,3
20349,1457,0,0.435,2,2
20350,512,2608,6.82,2,1
20351,80,0,6.82,2,1
20352,250,1345,6.82,3,0
20353,423,0,0.435,3,1
20354,18,0,0.136,4,4
20355,74,966,6.82,4,1
20356,120,0,0.435,1,1
20357,441,0,0.0364,1,0
20358,4,0,0.136,4,0
20359,9,29,0.136,4,0
20360,28,214,6.82,2,1
20361,0,0,0.0364,4,0
20362,17,51,0.0364,3,0
20363,68,0,0.435,4,2
20364,12,52,1.43,4,2
20365,97,1519,6.82,4,3
20366,6,16,0.136,4,3
20367,4788,8260,43,2,4
20368,14,18,0.136,3,3
20369,788,0,0.435,1,2
20370,0,0,0.136,2,3
20371,3,4,1.43,2,1
20372,348,0,0.435,4,2
20373,0,0,0.0364,2,0
20374,68,0,0.435,2,3
20375,635,0,0.435,4,1
20376,364,0,0.136,1,4
20377,7,17,0.136,2,0
20378,0,0,0.0364,2,3
20379,29,0,1.43,2,0
20380,3,12,0.136,4,4
20381,2,0,0.0364,4,0
20382,18,0,0.0364,4,4
20383,12108,54936,43,2,4
20384,0,1,0.0364,4,4
20385,11,64,1.43,4,2
20386,1723,4678,6.82,4,2
20387,14,0,6.82,2,3
20388,71,0,0.136,3,4
20389,0,0,0.0364,4,0
20390,927,0,0.435,4,3
20391,5,0,1.43,3,1
20392,112,0,0.136,2,3
20393,19,0,0.136,2,3
20394,330,0,0.0364,1,4
20395,4087,11519,43,2,0
20396,0,0,0.0364,1,4
20397,12,0,1.43,3,2
20398,8,0,0.136,2,0
20399,10,14,0.136,4,4
20400,2,11,0.0364,2,3
20401,22,0,6.82,2,2
20402,7,0,1.43,4,1
20403,133,498,6.82,4,1
20404,0,1,0.0364,2,3
20405,0,1,0.0364,4,3
20406,27,104,1.43,4,0
20407,523,1688,43,4,4
20408,30,186,6.82,4,0
20409,11754,104555,43,2,0
20410,100,762,6.82,2,1
20411,44,437,6.82,4,0
20412,268,1356,6.82,4,3
20413,224,251,43,2,4
20414,0,2,1.43,4,2
20415,18,0,0.435,1,3
20416,2458,4157,43,2,3
20417,938,4224,43,1,3
20418,2078,5056,43,2,0
20419,1023,484,43,2,0
20420,1,0,0.0364,2,0
20421,1207,0,0.136,4,3
20422,348,0,0.435,4,2
20423,2,34,0.136,4,0
20424,60901,0,0.0364,4,3
20425,725,0,0.435,1,3
20426,1,8,1.43,4,1
20427,0,1,0.0364,2,4
20428,0,0,0.136,4,3
20429,1,3,0.136,4,4
20430,64,314,6.82,4,4
20431,1284,2239,0.435,1,1
20432,6,0,6.82,4,0
20433,2129,9321,43,2,4
20434,1759,8143,43,4,3
20435,515,0,0.0364,4,4
20436,0,1,0.136,4,0
20437,3337,0,0.0364,1,0
20438,19,24,0.136,4,0
20439,0,3,0.0364,4,3
20440,0,1,0.0364,2,4
20441,478,0,0.0364,1,0
20442,632,0,6.82,2,1
20443,0,7,0.0364,2,0
20444,403,385,43,3,0
20445,30,0,43,2,0
20446,4,0,1.43,4,3
20447,493,0,0.435,4,0
20448,0,8,0.136,2,4
20449,3,0,0.136,2,4
20450,14,0,0.136,3,4
20451,1,0,0.0364,2,3
20452,15,10,0.136,4,2
20453,4,41,1.43,2,3
20454,445,1790,43,4,4
20455,2528,0,0.435,3,1
20456,7840,0,43,2,0
20457,4047,3225,43,2,0
20458,5,29,0.136,1,4
20459,0,0,0.0364,4,0
20460,597,0,0.435,3,0
20461,275,887,43,1,3
20462,254,1432,6.82,4,2
20463,579,1070,43,2,3
20464,0,2,0.136,2,2
20465,476,1226,43,3,4
20466,3,4,0.136,3,3
20467,21,67,1.43,4,1
20468,12,123,6.82,4,1
20469,0,3,0.0364,4,0
20470,11793,0,0.0364,2,0
20471,7,0,1.43,4,1
20472,0,0,1.43,4,3
20473,1140,5062,43,4,3
20474,0,10,0.0364,4,3
20475,5,0,1.43,4,3
20476,6,0,0.435,4,2
20477,0,0,0.0364,2,3
20478,44,0,6.82,3,2
20479,16,0,0.0364,1,4
20480,546,4215,6.82,2,1
20481,21,39,0.136,2,4
20482,7,0,1.43,4,1
20483,3,0,0.0364,4,4
20484,0,0,1.43,4,2
20485,1095,0,0.435,2,3
20486,948,2463,43,4,3
20487,344,2244,43,2,0
20488,1878,13966,43,2,0
20489,1318,0,0.435,3,2
20490,9,24,1.43,4,3
20491,158,263,43,4,0
20492,12,48,0.136,2,3
20493,779,4355,43,2,0
20494,408,0,0.0364,2,3
20495,11,32,0.136,4,3
20496,219,642,43,2,2
20497,1395,2513,0.435,3,0
20498,2,11,0.136,4,4
20499,1483,0,0.435,4,3
20500,13726,0,0.0364,2,0
20501,1,10,0.136,4,3
20502,4,0,0.136,1,3
20503,3,18,0.0364,2,0
20504,19,84,43,2,4
20505,0,3,0.0364,4,3
20506,2829,10160,43,2,3
20507,1450,853,43,2,0
20508,25,187,6.82,3,2
20509,277,0,6.82,2,0
20510,27,0,0.435,4,2
20511,2,30,1.43,2,0
20512,3,0,0.435,1,1
20513,50,135,0.435,4,3
20514,8,46,1.43,4,4
20515,339,2040,6.82,2,0
20516,1,0,0.0364,4,3
20517,928,6141,43,2,0
20518,0,2,0.0364,1,2
20519,15,48,1.43,4,2
20520,17,0,1.43,4,0
20521,0,8,6.82,4,0
20522,0,0,1.43,2,2
20523,0,1,0.0364,2,0
20524,4,0,0.136,4,3
20525,3816,5485,43,2,0
20526,37,0,6.82,4,0
20527,1,5,0.136,4,4
20528,220,2720,6.82,2,3
20529,9,18,0.136,2,4
20530,799,0,43,2,4
20531,58,0,6.82,1,1
20532,7,0,1.43,4,1
20533,24,0,6.82,2,3
20534,577,8881,43,2,4
20535,8157,0,1.43,3,2
20536,1,0,0.0364,1,3
20537,10,0,0.435,4,3
20538,0,0,0.0364,2,0
20539,7,21,0.136,3,3
20540,558,0,0.435,3,1
20541,14104,23930,43,2,3
20542,1,0,0.0364,2,0
20543,26,0,1.43,3,3
20544,0,0,0.136,2,0
20545,23,319,1.43,2,0
20546,847,0,0.435,1,2
20547,26,153,1.43,3,2
20548,38,0,0.435,3,3
20549,264,0,0.0364,4,3
20550,1,10,1.43,2,0
20551,0,3,0.0364,4,0
20552,2,0,1.43,3,0
20553,42,104,0.435,1,3
20554,9096,0,43,4,4
20555,156,567,6.82,2,3
20556,3,0,0.0364,2,3
20557,145,870,6.82,2,1
20558,4826,0,6.82,4,0
20559,11,30,0.136,3,0
20560,2,0,0.435,2,0
20561,11,71,6.82,3,3
20562,0,0,0.0364,4,3
20563,2285,0,0.435,4,0
20564,61,0,0.435,4,3
20565,8,53,0.136,4,4
20566,385,0,0.435,4,2
20567,2,0,1.43,4,0
20568,1278,3407,43,4,3
20569,7,0,0.435,1,3
20570,5,0,1.43,1,3
20571,2,0,1.43,3,1
20572,717,600,43,2,3
20573,5,12,0.136,2,4
20574,1,0,0.0364,4,0
20575,0,3,1.43,2,3
20576,0,2,0.0364,2,0
20577,51,0,6.82,2,0
20578,60,253,6.82,3,0
20579,41,124,43,2,3
20580,53,108,0.435,3,3
20581,2,0,1.43,2,3
20582,53,157,1.43,4,1
20583,1,0,0.0364,2,3
20584,434,0,43,3,3
20585,135,719,6.82,2,0
20586,16,261,1.43,4,3
20587,4187,4177,43,2,3
20588,118,536,6.82,2,1
20589,31,0,6.82,3,4
20590,468,1581,6.82,1,1
20591,1,3,1.43,4,2
20592,0,0,1.43,1,1
20593,84,0,6.82,3,0
20594,2021,13720,43,4,3
20595,1062,8998,43,1,0
20596,45,0,6.82,3,0
20597,3,20,1.43,4,2
20598,2,0,0.136,4,4
20599,93,0,0.435,2,2
20600,29,0,0.0364,4,3
20601,0,0,0.0364,2,0
20602,11,0,0.435,2,3
20603,278,0,1.43,1,3
20604,18,0,0.435,1,0
20605,649,524,43,2,0
20606,1145,2438,43,2,3
20607,20,137,6.82,4,2
20608,2166,3003,6.82,4,2
20609,30,0,1.43,1,3
20610,19,126,6.82,4,2
20611,449,0,6.82,2,2
20612,6,0,1.43,2,3
20613,50,0,0.435,1,1
20614,188,0,0.435,3,3
20615,0,1,0.136,2,0
20616,3104,17230,43,4,1
20617,4006,27126,43,4,3
20618,0,9,1.43,2,1
20619,9,0,0.0364,2,0
20620,41,234,6.82,4,2
20621,3070,0,0.0364,4,0
20622,15,0,1.43,3,0
20623,63,256,1.43,4,3
20624,1,18,0.0364,4,3
20625,26,0,1.43,1,2
20626,10,36,0.136,4,0
20627,42,407,6.82,2,0
20628,5,59,0.136,2,0
20629,5,38,1.43,4,2
20630,129,0,43,2,3
20631,424,3758,6.82,4,3
20632,26,121,1.43,4,2
20633,391,0,1.43,3,2
20634,1,3,0.136,1,3
20635,226,389,0.435,4,3
20636,16658,91687,43,4,1
20637,18,0,0.435,2,2
20638,17,28,0.136,4,3
20639,2,12,0.136,2,3
20640,575,3300,43,2,0
20641,12,30,0.136,4,0
20642,4275,4782,43,2,4
20643,737,800,43,2,0
20644,972,0,0.0364,2,2
20645,7,0,6.82,1,0
20646,34,0,0.0364,2,0
20647,2,4,0.0364,4,3
20648,0,0,1.43,4,3
20649,283,980,43,3,3
20650,4170,21485,43,4,4
20651,4,0,0.435,1,3
20652,381,792,43,2,3
20653,8,9,0.136,4,3
20654,18,0,6.82,1,0
20655,30,203,6.82,4,3
20656,45,396,6.82,4,2
20657,0,0,1.43,4,0
20658,6,12,0.136,4,3
20659,1570,0,0.435,2,0
20660,437,0,0.435,1,0
20661,0,1,0.136,2,3
20662,22,0,0.435,2,3
20663,1,0,0.0364,4,4
20664,221,616,43,4,0
20665,0,21,0.0364,4,0
20666,0,0,0.0364,2,3
20667,34,144,1.43,4,3
20668,1611,13402,43,1,3
20669,405,0,0.435,4,2
20670,0,3,0.0364,4,0
20671,5859,6970,43,2,3
20672,2526,7584,6.82,4,2
20673,2,6,0.136,4,4
20674,69,446,6.82,4,1
20675,3,0,0.435,1,1
20676,58,0,1.43,4,3
20677,18,0,0.435,2,2
20678,11,27,0.136,2,0
20679,75,524,6.82,4,0
20680,9,17,0.136,2,0
20681,48,0,6.82,4,0
20682,10,0,0.0364,4,3
20683,49592,31651,43,4,3
20684,24,92,6.82,4,2
20685,1404,705,43,2,3
20686,13,68,1.43,2,3
20687,99,0,0.435,4,2
20688,61,502,6.82,4,2
20689,13457,40408,43,2,4
20690,37,0,1.43,4,2
20691,550,432,43,2,0
20692,1209,0,0.435,4,2
20693,0,0,0.0364,2,3
20694,377,0,0.0364,3,0
20695,37,0,6.82,2,0
20696,54,0,1.43,2,3
20697,0,3,1.43,4,0
20698,241,586,0.435,1,2
20699,0,0,0.0364,2,0
20700,338,626,43,4,4
20701,1,0,0.0364,4,0
20702,0,0,0.136,2,4
20703,0,1,0.0364,3,3
20704,771,2946,6.82,3,0
20705,116,660,6.82,2,3
20706,32,160,6.82,4,2
20707,0,2,1.43,2,2
20708,19,17,0.136,4,3
20709,215,0,0.0364,2,0
20710,2115,4666,43,2,0
20711,2,33,0.0364,2,3
20712,15,0,0.136,4,4
20713,47,81,0.136,4,4
20714,0,0,0.0364,4,4
20715,262,1742,43,4,0
20716,0,5,1.43,1,0
20717,23,0,0.435,2,2
20718,0,6,0.0364,2,2
20719,678,3556,43,2,2
20720,1,13,0.136,2,4
20721,2448,4167,43,2,0
20722,6,14,0.136,4,0
20723,0,3,1.43,4,1
20724,5146,0,0.435,4,2
20725,33,0,1.43,4,3
20726,20,19,0.136,3,4
20727,262,0,0.435,4,2
20728,0,6,1.43,2,3
20729,288,1492,6.82,2,1
20730,3,4,0.136,3,4
20731,42,0,0.435,2,1
20732,501,5504,43,2,4
20733,0,1,0.0364,4,3
20734,7,0,1.43,1,3
20735,37,0,0.0364,4,4
20736,1486,6907,6.82,1,0
20737,14,46,1.43,4,2
20738,22,39,1.43,1,0
20739,32,0,0.435,2,2
