,retweet_count,favorite_count,followers_count,predict_class_label,Date_class
6808,666,1010,0.435,3,1
6809,4311,1188,43,4,0
6810,0,2,6.82,4,3
6811,526,1752,43,4,3
6812,23,0,6.82,2,3
6813,25,355,6.82,4,3
6814,3,16,0.0364,4,4
6815,0,4,0.0364,2,0
6816,731,0,6.82,4,3
6817,51,0,0.435,2,0
6818,17,0,0.0364,4,3
6819,264,0,0.435,2,3
6820,28,0,1.43,4,1
6821,64,0,0.0364,4,0
6822,557,0,1.43,2,3
6823,1303,0,0.435,1,2
6824,0,1,0.0364,4,0
6825,2,4,1.43,1,2
6826,42,373,43,2,3
6827,11,0,0.435,4,2
6828,3855,12797,43,3,4
6829,0,0,0.0364,2,2
6830,25,0,1.43,2,4
6831,281,566,43,2,0
6832,2,0,1.43,4,2
6833,19,0,1.43,4,1
6834,599,1816,6.82,2,3
6835,0,3,0.0364,4,3
6836,2,102,0.0364,4,4
6837,0,0,0.0364,4,0
6838,5,0,0.136,3,2
6839,5,0,0.0364,4,4
6840,0,1,0.0364,4,3
6841,8,0,0.0364,4,3
6842,269,0,0.435,3,2
6843,1,36,0.0364,4,4
6844,644,0,0.435,1,1
6845,0,1,0.136,2,3
6846,2,25,1.43,2,2
6847,376,3327,43,2,0
6848,152,0,0.0364,2,4
6849,0,0,1.43,4,2
6850,210,1771,6.82,4,1
6851,358,2259,6.82,4,3
6852,18,0,0.136,1,3
6853,227,0,6.82,4,2
6854,1669,5186,43,4,3
6855,108,0,6.82,2,1
6856,0,1,1.43,4,1
6857,24,210,0.136,2,3
6858,107,0,0.435,1,0
6859,9,0,0.0364,4,3
6860,17,107,1.43,4,2
6861,4,10,0.136,3,3
6862,7110,53767,43,2,3
6863,3,55,1.43,4,0
6864,0,0,1.43,4,0
6865,404,763,43,2,0
6866,2,4,1.43,4,0
6867,11,11,0.136,4,3
6868,5,0,0.0364,4,3
6869,14,15,0.136,3,4
6870,22,55,0.136,3,0
6871,0,0,0.0364,4,0
6872,6973,7048,43,2,3
6873,60,0,6.82,4,0
6874,1099,13236,43,2,3
6875,34,0,1.43,1,2
6876,4976,43625,43,1,1
6877,19,0,6.82,2,3
6878,349,0,0.435,1,0
6879,5,0,1.43,4,3
6880,171,0,1.43,4,3
6881,13,28,0.136,3,3
6882,410,1476,43,2,3
6883,58,0,0.435,3,2
6884,177,0,0.435,4,3
6885,21298,0,0.0364,1,0
6886,0,2,0.0364,4,3
6887,25,0,6.82,2,2
6888,57,0,0.435,1,2
6889,12,16,0.136,1,4
6890,836,1062,43,2,4
6891,12,0,0.136,4,3
6892,17,0,1.43,3,3
6893,6567,65201,43,2,4
6894,8,0,0.435,1,3
6895,44,0,0.435,2,3
6896,2909,7326,43,4,0
6897,6998,17357,43,2,0
6898,9,14,0.136,2,4
6899,1,0,0.0364,4,0
6900,12,0,0.136,2,3
6901,164,0,0.435,1,2
6902,13,0,1.43,2,1
6903,1,2,0.0364,4,3
6904,1,0,0.0364,4,4
6905,0,1,0.0364,4,0
6906,14,0,0.0364,2,0
6907,2774,0,0.435,2,1
6908,1877,1048,43,2,4
6909,6,0,0.0364,2,3
6910,96,824,6.82,4,3
6911,31,0,0.136,1,4
6912,1442,3340,43,2,3
6913,31,0,0.0364,3,0
6914,0,0,0.0364,4,0
6915,28,0,1.43,4,1
6916,2,0,0.0364,2,3
6917,0,0,1.43,4,2
6918,36,207,6.82,2,2
6919,355,0,0.435,2,0
6920,6021,37080,43,2,3
6921,911,0,43,1,3
6922,1506,14306,43,2,0
6923,354,0,0.435,2,0
6924,0,11,1.43,4,0
6925,9,52,1.43,2,1
6926,217,0,0.435,2,2
6927,1,4,0.136,4,4
6928,7,19,0.136,3,3
6929,32,0,6.82,2,2
6930,521,0,0.435,1,3
6931,0,1,0.0364,4,3
6932,0,1,1.43,4,3
6933,364,0,0.435,4,2
6934,25,0,1.43,3,1
6935,40,321,6.82,4,1
6936,58,0,0.435,1,2
6937,40,225,6.82,4,3
6938,1644,4207,43,4,4
6939,114,0,0.0364,4,3
6940,6,0,1.43,4,4
6941,8,139,1.43,2,3
6942,5,0,0.136,4,0
6943,40,370,6.82,4,0
6944,358,1986,6.82,4,1
6945,2303,0,0.435,2,3
6946,15,0,0.136,2,3
6947,23,69,1.43,4,2
6948,8,0,1.43,1,2
6949,43156,0,0.0364,2,3
6950,49,0,0.435,3,3
6951,5,0,0.136,2,0
6952,24,24,0.136,2,1
6953,703,2780,6.82,4,0
6954,35,0,0.435,4,2
6955,1,0,0.0364,4,4
6956,0,0,1.43,1,3
6957,10,105,1.43,2,0
6958,3,0,0.136,1,3
6959,40,48,0.136,2,3
6960,47,0,0.0364,4,3
6961,334,1622,43,2,0
6962,34,0,0.0364,4,0
6963,3110,1254,43,2,3
6964,0,2,0.0364,2,0
6965,2661,0,0.0364,1,0
6966,1,0,0.0364,4,4
6967,99,840,6.82,2,3
6968,13,51,1.43,3,2
6969,293,663,43,2,1
6970,7,0,0.0364,4,4
6971,0,1,0.136,2,3
6972,24087,77816,43,2,3
6973,23,85,0.435,1,0
6974,0,1,0.0364,2,0
6975,36,0,1.43,4,2
6976,38,0,0.435,1,3
6977,6889,4284,43,2,3
6978,6,0,1.43,3,1
6979,1,0,1.43,2,0
6980,468,0,1.43,2,2
6981,3,0,0.136,1,0
6982,241,0,1.43,2,3
6983,4,0,0.0364,4,3
6984,9,0,0.435,2,3
6985,138,0,0.435,4,3
6986,12,0,0.136,4,0
6987,1,5,1.43,4,2
6988,0,11,0.0364,1,3
6989,1431,0,43,2,0
6990,323,0,6.82,2,2
6991,49,0,0.435,2,3
6992,4489,43492,43,4,1
6993,707,692,43,2,1
6994,0,3,1.43,4,3
6995,96,178,0.435,4,1
6996,36,0,0.0364,4,4
6997,68,0,6.82,1,2
6998,23,0,0.435,1,0
6999,76,0,43,1,0
7000,0,0,0.136,4,3
7001,225,874,6.82,2,2
7002,0,1,1.43,2,0
7003,5,0,0.0364,3,0
7004,4,69,6.82,2,0
7005,0,1,0.0364,3,0
7006,5,0,1.43,4,2
7007,0,0,1.43,1,4
7008,247,1438,6.82,4,0
7009,350,1225,6.82,4,3
7010,548,5522,43,2,2
7011,0,1,0.0364,4,4
7012,0,31,0.0364,2,3
7013,59,351,6.82,4,0
7014,79,0,0.435,3,3
7015,1,10,0.136,1,3
7016,15,0,1.43,3,0
7017,9,22,0.136,2,4
7018,695,0,0.0364,3,2
7019,357,1391,6.82,4,3
7020,515,1404,43,4,3
7021,106,0,43,2,4
7022,1581,0,0.435,1,3
7023,238,968,43,2,3
7024,458,0,0.435,3,1
7025,29893,27173,43,2,0
7026,264,1381,6.82,3,1
7027,174,481,0.435,4,0
7028,532,293,43,2,0
7029,159,0,0.435,1,2
7030,33,236,1.43,2,3
7031,10,0,0.435,4,3
7032,0,2,0.136,4,3
7033,0,2,0.136,4,0
7034,13,0,0.435,4,0
7035,24,44,0.136,3,4
7036,44,0,6.82,4,3
7037,28,0,6.82,4,2
7038,65,0,6.82,4,3
7039,3778,3234,43,2,0
7040,315,0,0.435,4,1
7041,0,0,0.0364,4,4
7042,10,0,6.82,4,0
7043,11,0,0.435,4,2
7044,42,288,6.82,4,3
7045,0,0,0.0364,1,3
7046,655,0,0.435,3,2
7047,3,0,1.43,1,1
7048,624,2220,0.435,4,1
7049,1,5,1.43,4,0
7050,1,2,0.136,4,3
7051,26,0,6.82,3,0
7052,126,0,0.435,4,2
7053,149,0,0.136,2,0
7054,149,0,0.435,4,3
7055,302,1129,6.82,3,2
7056,14,0,1.43,1,1
7057,10,0,0.136,3,4
7058,147,0,6.82,4,3
7059,16215,7201,43,2,3
7060,9,0,1.43,4,1
7061,11,55,0.136,2,3
7062,1017,0,43,2,1
7063,17992,117035,43,2,0
7064,1,6,0.136,2,0
7065,14,16,0.136,4,0
7066,610,4493,43,4,0
7067,108,0,6.82,2,1
7068,213,0,0.435,4,2
7069,1797,0,43,2,3
7070,28,0,6.82,4,2
7071,3,17,0.0364,4,4
7072,0,1,0.0364,4,4
7073,4,66,0.136,4,3
7074,2,0,1.43,3,3
7075,73,0,0.0364,1,4
7076,120,0,0.435,2,3
7077,92,407,6.82,2,0
7078,5,0,1.43,1,3
7079,2,0,0.0364,2,3
7080,13,51,0.435,4,0
7081,40,0,43,2,0
7082,57,0,0.435,2,0
7083,702,2427,43,4,0
7084,3,0,0.0364,4,1
7085,29,387,6.82,4,1
7086,260,0,0.435,2,3
7087,8,38,0.435,2,0
7088,84,523,6.82,4,0
7089,1,18,0.136,4,0
7090,835,0,0.435,3,2
7091,11,61,1.43,2,2
7092,6,0,1.43,4,3
7093,18,208,1.43,2,0
7094,12,0,6.82,2,3
7095,69,516,6.82,2,0
7096,1672,0,0.435,3,3
7097,65,314,6.82,4,0
7098,104,0,43,4,3
7099,8,0,0.136,3,0
7100,4,9,0.136,4,4
7101,82,806,6.82,4,0
7102,15,74,1.43,4,1
7103,51,0,6.82,2,0
7104,741,0,0.0364,4,1
7105,149,0,6.82,3,1
7106,40,187,6.82,2,3
7107,0,2,1.43,4,1
7108,116,593,6.82,4,3
7109,6,0,1.43,3,1
7110,13,0,0.435,3,3
7111,75,756,6.82,4,3
7112,2,6,0.0364,4,3
7113,1,16,0.136,4,2
7114,43,106,43,4,0
7115,102,1128,6.82,2,3
7116,65,0,0.136,4,3
7117,30,0,6.82,3,0
7118,342,2577,6.82,3,2
7119,9,0,0.435,1,1
7120,1022,0,0.435,3,3
7121,412,0,0.435,1,3
7122,37,0,0.435,1,1
7123,5127,13084,0.435,2,1
7124,0,2,0.0364,2,3
7125,19,0,0.136,4,4
7126,20,212,6.82,4,3
7127,58,1055,6.82,2,3
7128,1910,7571,6.82,2,0
7129,7,99,6.82,2,2
7130,20,5,0.136,3,4
7131,23,93,1.43,4,0
7132,33,101,1.43,3,1
7133,76,0,0.435,4,0
7134,11,0,0.136,3,0
7135,18,0,6.82,4,3
7136,4,0,1.43,1,1
7137,438,1643,43,2,0
7138,157,597,43,2,0
7139,13,8,0.136,3,3
7140,18,0,1.43,3,0
7141,0,0,1.43,4,1
7142,47,0,0.435,4,1
7143,0,0,0.0364,3,3
7144,0,1,0.136,2,0
7145,0,3,0.0364,3,3
7146,7,0,0.435,1,1
7147,37,107,0.435,4,0
7148,123,1002,6.82,4,0
7149,32281,0,43,1,3
7150,17,0,6.82,3,3
7151,18,0,6.82,2,2
7152,289,0,0.0364,1,0
7153,756,0,0.435,2,0
7154,40,309,6.82,2,3
7155,168,1167,6.82,4,3
7156,23,0,6.82,3,1
7157,0,0,0.0364,3,3
7158,1284,1584,43,2,3
7159,17,0,6.82,4,3
7160,13,27,0.435,2,3
7161,20,42,0.136,3,0
7162,200032,0,0.0364,4,3
7163,15,0,0.435,4,3
7164,9,0,0.0364,4,4
7165,27,0,6.82,4,1
7166,0,12,1.43,1,1
7167,14856,76155,43,2,4
7168,0,0,0.0364,4,3
7169,2,0,1.43,2,2
7170,2,0,0.136,4,3
7171,64,0,0.435,3,3
7172,29,0,1.43,2,3
7173,102,123,43,3,0
7174,14,55,1.43,4,1
7175,11,0,0.0364,4,0
7176,103,0,1.43,3,3
7177,9,0,0.136,3,0
7178,51,0,0.435,3,3
7179,7445,59488,43,2,1
7180,2,6,0.136,4,4
7181,27909,0,0.0364,4,2
7182,3,0,0.0364,4,0
7183,13,0,0.435,2,2
7184,0,9,0.0364,4,4
7185,42,236,1.43,4,3
7186,8,14,0.136,2,3
7187,0,17,0.0364,2,3
7188,8,19,0.136,4,3
7189,9,26,0.136,4,0
7190,2021,13720,43,4,3
7191,5358,0,0.0364,2,4
7192,10,22,0.136,2,3
7193,11,0,6.82,4,1
7194,204,234,43,2,0
7195,255,1701,43,2,4
7196,3,15,0.136,3,3
7197,12,0,0.0364,4,3
7198,8,0,1.43,4,0
7199,1,2,1.43,4,3
7200,376,1265,43,2,3
7201,32,353,6.82,4,3
7202,14,0,0.136,4,4
7203,6,6,0.136,3,4
7204,51,0,0.136,1,3
7205,34,0,0.435,4,2
7206,33,159,6.82,4,1
7207,7,33,1.43,3,1
7208,7,15,0.136,4,4
7209,5,0,0.0364,4,0
7210,671,0,0.0364,2,1
7211,7,0,0.435,1,3
7212,12,45,0.136,2,3
7213,1,13,0.136,3,4
7214,816,622,43,4,4
7215,0,1,0.0364,2,3
7216,34,0,0.0364,4,0
7217,0,5,0.0364,4,0
7218,8,0,1.43,3,1
7219,121,0,0.435,2,3
7220,5917,25203,43,1,3
7221,530,1484,43,4,3
7222,4,10,0.136,4,3
7223,6,61,0.136,2,3
7224,0,1,0.0364,4,4
7225,185,0,0.435,1,1
7226,0,2,0.136,4,4
7227,297,503,43,2,3
7228,12,7,0.136,4,3
7229,6,3,0.136,1,4
7230,2201,2408,43,4,0
7231,174,644,6.82,2,0
7232,91,0,43,3,3
7233,99,547,6.82,4,1
7234,2,0,0.0364,2,4
7235,3,0,0.0364,4,3
7236,4,0,0.0364,2,0
7237,17,46,1.43,4,2
7238,0,1,0.0364,4,4
7239,0,3,0.0364,4,3
7240,206,0,43,4,0
7241,22,116,6.82,4,3
7242,31,174,1.43,4,0
7243,6,14,0.136,4,4
7244,1,9,1.43,4,3
7245,50,0,0.435,4,3
7246,947,11585,43,2,3
7247,0,36,1.43,2,3
7248,1,0,0.136,2,4
7249,3,0,0.136,4,3
7250,1346,0,1.43,4,1
7251,17,43,1.43,4,2
7252,0,0,1.43,4,2
7253,8,0,1.43,4,3
7254,160,0,0.0364,1,0
7255,16,39,1.43,2,2
7256,574,3959,6.82,1,0
7257,0,4,1.43,4,0
7258,9,21,0.136,1,4
7259,0,5,1.43,4,0
7260,34,150,43,4,3
7261,21,204,6.82,2,2
7262,6719,4077,43,2,4
7263,1610,0,0.0364,4,0
7264,3,23,1.43,3,2
7265,230,1247,6.82,2,0
7266,7,0,0.0364,4,0
7267,0,1,0.0364,4,2
7268,370,255,43,4,0
7269,2,12,0.136,3,0
7270,33,0,6.82,4,0
7271,16,0,0.435,1,1
7272,5,0,0.435,3,1
7273,14481,71659,43,2,0
7274,38,263,6.82,2,2
7275,2,37,1.43,2,0
7276,55,0,1.43,1,0
7277,3,0,0.435,1,1
7278,474,0,0.435,1,1
7279,5896,0,1.43,1,3
7280,12,51,0.136,2,3
7281,502,0,0.0364,2,3
7282,14,0,6.82,4,1
7283,4,0,1.43,2,4
7284,27,339,6.82,2,1
7285,561,458,43,2,3
7286,2,0,1.43,2,0
7287,11,54,1.43,2,3
7288,519,3754,43,2,0
7289,291,0,6.82,4,0
7290,166,0,0.435,1,2
7291,480,438,43,2,0
7292,1,0,0.0364,4,0
7293,974,3572,43,2,4
7294,316,1034,43,4,4
7295,380,0,43,2,0
7296,6648,41419,43,2,3
7297,4819,0,0.435,3,1
7298,0,0,0.0364,4,3
7299,519,570,43,2,4
7300,2,59,0.0364,2,3
7301,0,0,0.136,3,4
7302,3,0,1.43,4,0
7303,0,1,0.0364,4,3
7304,755,0,0.435,2,1
7305,737,4589,6.82,2,0
7306,2928,3812,0.435,1,1
7307,72,0,43,4,4
7308,18,0,1.43,2,2
7309,26,0,1.43,1,1
7310,10,23,0.136,4,0
7311,33,68,0.136,4,3
7312,0,2,0.0364,4,3
7313,6,0,0.435,4,0
7314,37,220,6.82,3,2
7315,216,2618,43,2,0
7316,154,1069,6.82,4,0
7317,30,119,1.43,1,0
7318,764,0,43,4,0
7319,0,2,1.43,2,0
7320,12,80,0.136,2,3
7321,5,0,0.0364,4,0
7322,0,1,0.0364,1,3
7323,61,408,6.82,4,2
7324,6,13,0.136,3,0
7325,1267,736,43,2,3
7326,139,0,0.435,2,3
7327,45,0,0.0364,4,3
7328,0,14,0.0364,4,4
7329,935,1674,43,2,3
7330,50,0,0.435,4,3
7331,28,0,6.82,2,3
7332,80,189,0.136,2,0
7333,0,1,0.136,2,0
7334,0,2,0.0364,4,0
7335,4,0,0.136,4,0
7336,11,0,0.136,4,3
7337,56,0,0.435,3,3
7338,58,0,0.435,3,2
7339,40,0,6.82,2,0
7340,214,1444,6.82,2,3
7341,495,1037,0.435,1,1
7342,2,34,0.136,4,0
7343,2,18,1.43,4,0
7344,172,0,0.435,4,0
7345,2,5,0.136,2,3
7346,163,0,0.435,1,3
7347,165,0,1.43,3,3
7348,40,0,1.43,1,1
7349,41,311,0.136,3,0
7350,30183,27709,43,2,3
7351,107,0,0.435,2,3
7352,946,0,0.435,3,3
7353,7,0,1.43,2,4
7354,89,865,6.82,2,2
7355,1,0,0.0364,2,0
7356,0,2,0.0364,2,4
7357,120,0,0.435,1,2
7358,11,0,0.0364,2,4
7359,217,468,43,2,2
7360,131,0,0.136,4,3
7361,121,820,6.82,2,0
7362,31,145,0.0364,4,3
7363,7,0,1.43,4,1
7364,7,9,0.136,2,3
7365,24,149,0.136,3,4
7366,20,106,0.136,2,0
7367,735,0,0.435,3,3
7368,0,1,0.0364,3,0
7369,9,53,1.43,4,3
7370,476,0,0.435,3,1
7371,0,0,0.0364,2,3
7372,2,0,1.43,4,2
7373,861,0,0.435,4,3
7374,302,232,43,2,0
7375,1,10,1.43,2,0
7376,0,2,1.43,2,1
7377,1,59,1.43,2,2
7378,15,0,6.82,4,3
7379,193,0,0.435,2,3
7380,33,0,1.43,1,3
7381,668,462,43,4,0
7382,846,1438,43,2,2
7383,20,99,6.82,4,2
7384,6089,45498,43,2,0
7385,57,0,0.435,3,0
7386,0,1,0.136,2,3
7387,12,18,0.136,3,4
7388,357,1308,0.435,3,1
7389,35,298,6.82,4,3
7390,1330,420,43,3,4
7391,2,10,1.43,2,0
7392,566,0,0.435,1,3
7393,328,2074,6.82,4,0
7394,9153,3204,43,2,4
7395,1217,0,43,2,0
7396,1353,0,0.0364,3,0
7397,0,1,0.0364,4,0
7398,167,0,0.435,4,1
7399,11,27,0.136,4,3
7400,4,13,0.136,2,4
7401,7,48,1.43,4,3
7402,11,39,0.136,4,4
7403,3,12,0.136,3,4
7404,1582,2364,43,2,0
7405,17,17,0.136,4,2
7406,0,4,1.43,2,3
7407,14,0,0.136,1,3
7408,2,5,0.136,4,0
7409,2,0,1.43,3,1
7410,175,0,1.43,2,2
7411,2659,0,1.43,2,1
7412,65,0,6.82,4,0
7413,0,4,0.0364,4,3
7414,0,43,6.82,4,1
7415,2822,1559,43,2,0
7416,0,3,1.43,1,2
7417,57,0,6.82,4,3
7418,0,0,0.136,2,0
7419,8773,0,0.0364,3,0
7420,6,0,0.435,4,1
7421,1187,16105,6.82,2,0
7422,1476,0,1.43,4,0
7423,1189,4338,43,2,3
7424,0,2,0.0364,4,3
7425,78,0,0.435,1,3
7426,124,0,0.0364,4,0
7427,34,0,6.82,2,0
7428,13,107,0.136,4,0
7429,33,0,0.0364,2,3
7430,0,1,0.0364,3,3
7431,254,0,0.435,1,2
7432,538,697,43,2,2
7433,10,0,1.43,4,4
7434,1392,0,0.435,1,3
7435,2289,13769,6.82,4,0
7436,243,382,0.435,1,1
7437,7,0,0.435,3,1
7438,21,56,0.0364,4,4
7439,1062,3984,43,1,0
7440,0,1,1.43,4,0
7441,4,10,0.136,4,4
7442,3,12,0.136,4,3
7443,54,0,0.435,3,3
7444,1,0,1.43,2,2
7445,2358,945,43,2,0
7446,2115,0,0.435,4,3
7447,1075,507,43,2,1
7448,1678,1047,43,2,0
7449,66,59,0.136,3,3
7450,6,0,0.435,3,3
7451,645,1221,43,2,3
7452,265,1040,43,2,0
7453,1122,0,0.0364,4,4
7454,1249,6146,6.82,2,0
7455,9094,0,0.0364,3,0
7456,47,0,6.82,2,1
7457,449,0,6.82,2,2
7458,2,6,0.136,2,4
7459,3716,0,0.435,4,0
7460,124,0,0.435,1,2
7461,776,3349,6.82,2,1
7462,34,0,1.43,3,3
7463,91,0,0.435,1,3
7464,5,6,0.136,4,0
7465,14,0,0.435,3,2
7466,2,0,0.0364,4,0
7467,1618,3070,43,2,4
7468,7,16,0.136,3,3
7469,58,178,43,2,3
7470,0,1,0.0364,1,3
7471,0,1,6.82,2,1
7472,1,4,1.43,3,2
7473,45,221,6.82,4,1
7474,0,3,1.43,4,1
7475,2613,9869,43,2,0
7476,1,11,0.136,4,0
7477,145,594,43,2,4
7478,661,0,0.435,1,3
7479,33,225,6.82,1,3
7480,0,0,0.0364,4,3
7481,1383,0,1.43,2,2
7482,33,0,0.136,4,3
7483,11,27,0.136,4,0
7484,176,442,1.43,2,3
7485,745,1646,43,2,0
7486,17,0,6.82,2,3
7487,144,166,43,2,0
7488,16,96,1.43,4,3
7489,62,0,6.82,3,2
7490,447,434,43,4,4
7491,38,141,1.43,2,2
7492,66,0,1.43,2,3
7493,3,6,0.136,3,4
7494,735,2287,6.82,4,0
7495,10,94,1.43,1,2
7496,25,187,6.82,3,2
7497,11,0,0.0364,4,3
7498,13,39,0.136,2,0
7499,6,12,0.136,4,4
7500,243,585,43,2,2
7501,123251,96791,43,2,2
7502,0,0,0.0364,4,0
7503,21,83,1.43,4,1
7504,0,1,0.0364,4,4
7505,337,3322,6.82,2,0
7506,43,528,6.82,4,0
7507,8393,0,0.0364,4,0
7508,1026,1932,0.435,3,2
7509,1152,7810,43,2,3
7510,2,21,1.43,2,1
7511,24,268,6.82,4,0
7512,25,0,0.136,4,3
7513,75,0,0.435,4,3
7514,18,68,1.43,4,2
7515,850,3030,6.82,4,0
7516,0,4,6.82,2,1
7517,3,0,1.43,2,2
7518,8,0,6.82,4,2
7519,17,44,0.435,4,3
7520,14,0,1.43,2,0
7521,38,0,0.435,4,3
7522,2869,11048,43,4,4
7523,853,0,0.435,3,2
7524,263,1015,6.82,4,1
7525,3,0,0.0364,2,0
7526,2006,0,0.0364,1,2
7527,5,5,0.136,4,4
7528,176,442,1.43,2,3
7529,119,920,6.82,2,0
7530,0,0,1.43,3,3
7531,18512,65880,43,1,2
7532,117,950,6.82,2,0
7533,4,9,1.43,3,0
7534,16,0,0.435,2,1
7535,87,0,0.435,4,3
7536,752,418,43,2,3
7537,907,5524,6.82,4,2
7538,1,6,0.0364,4,0
7539,0,0,0.0364,2,3
7540,0,0,0.0364,4,3
7541,4,0,1.43,4,0
7542,81,736,6.82,3,1
7543,0,0,1.43,1,1
7544,2,32,0.0364,1,3
7545,1,26,0.136,4,3
7546,1207,5917,43,2,4
7547,0,1,0.0364,4,0
7548,1,7,1.43,4,2
7549,5,103,0.136,3,3
7550,6,0,0.136,2,3
7551,118,834,6.82,2,1
7552,9,0,1.43,2,3
7553,9,0,0.435,2,2
7554,1003,0,43,2,0
7555,56,0,43,2,4
7556,65,0,6.82,4,0
7557,0,2,0.0364,2,3
7558,0,0,1.43,4,0
7559,1,8,1.43,4,1
7560,17,0,0.435,1,2
7561,44,103,0.136,4,4
7562,2,0,0.0364,2,4
7563,0,0,0.136,2,3
7564,21,75,0.136,3,0
7565,0,39,6.82,4,3
7566,0,1,0.136,2,0
7567,634,488,43,1,0
7568,512,1528,43,2,1
7569,6,0,1.43,4,1
7570,12,37,0.136,2,3
7571,24,108,6.82,2,2
7572,3077,1515,43,2,0
7573,80,170,43,1,4
7574,18,0,0.136,2,4
7575,524,1287,0.435,2,3
7576,964,807,43,2,0
7577,0,3,0.136,4,4
7578,18,0,0.435,4,2
7579,376,0,0.435,1,0
7580,772,0,0.435,3,2
7581,11,22,0.136,2,0
7582,5,6,0.136,2,3
7583,6,14,0.136,3,3
7584,1479,786,43,2,1
7585,1,0,0.0364,2,4
7586,34,112,0.136,1,0
7587,0,2,0.136,4,3
7588,11,21,0.136,1,4
7589,17,67,1.43,4,1
7590,82,690,6.82,1,2
7591,137,391,0.136,2,3
7592,5,6,0.136,2,3
7593,1121,778,43,2,0
7594,18,128,6.82,2,2
7595,30,0,1.43,4,2
7596,548,0,0.435,4,0
7597,2,6,0.136,4,3
7598,6,35,1.43,1,1
7599,0,6,1.43,2,0
7600,152,555,1.43,1,2
7601,10,74,6.82,4,0
7602,17,0,0.136,2,3
7603,572,520,43,2,0
7604,150,574,43,2,3
7605,190,1014,6.82,4,1
7606,12,60,1.43,4,3
7607,4,19,1.43,4,1
7608,0,2,1.43,2,0
7609,0,7,0.0364,2,2
7610,4,17,0.136,2,4
7611,435,1306,6.82,1,3
7612,1,2,6.82,2,0
7613,171,0,43,4,0
7614,144,0,0.0364,3,0
7615,0,1,0.0364,2,0
7616,52,0,0.435,4,3
7617,2792,1242,43,2,4
7618,4857,10172,43,2,0
7619,788,0,43,2,0
7620,4,0,0.136,1,4
7621,8,0,1.43,3,3
7622,17,0,6.82,3,3
7623,1405,9404,6.82,4,1
7624,1,4,0.136,2,3
7625,12,0,0.435,1,1
7626,3971,0,43,2,0
7627,1550,4107,6.82,4,2
7628,7,95,1.43,2,4
7629,5,0,0.435,4,2
7630,40,0,1.43,4,0
7631,7334,0,0.435,1,2
7632,8,0,0.0364,3,3
7633,143,415,43,2,3
7634,61,432,6.82,4,3
7635,1245,4371,43,2,2
7636,15,0,0.435,2,0
7637,31,0,6.82,4,2
7638,41,0,0.0364,2,0
7639,4230,28057,43,2,3
7640,192,0,0.435,3,0
7641,9,19,0.136,2,4
7642,0,0,0.435,3,3
7643,799,1585,43,4,0
7644,13,0,0.435,1,1
7645,0,0,1.43,4,1
7646,50,0,0.435,1,0
7647,534,2089,6.82,2,3
7648,2,0,1.43,3,1
7649,2,9,0.136,3,0
7650,382,743,43,2,0
7651,1022,0,0.435,3,3
7652,117,950,6.82,2,0
7653,69,345,6.82,4,1
7654,2,41,0.0364,4,4
7655,1,0,0.0364,2,0
7656,1,3,1.43,1,1
7657,8,0,0.136,4,4
7658,326,1718,6.82,4,1
7659,524,2958,6.82,2,0
7660,78,578,6.82,3,3
7661,5,0,0.136,4,3
7662,13,84,1.43,2,0
7663,155,868,6.82,4,3
7664,144,480,43,1,3
7665,120,467,43,2,3
7666,425,0,0.435,1,2
7667,3,0,0.435,1,3
7668,96,0,43,2,0
7669,0,1,1.43,4,4
7670,0,0,0.0364,4,3
7671,8,51,1.43,4,0
7672,53,0,0.435,1,3
7673,471,0,0.435,4,2
7674,326,1284,43,2,3
7675,13561,0,0.0364,1,0
7676,3,0,0.435,1,0
7677,2252,6597,6.82,4,0
7678,0,1,1.43,2,2
7679,1159,0,6.82,4,2
7680,30,0,0.435,1,2
7681,52,403,6.82,3,1
7682,78,0,0.435,3,1
7683,666,1010,0.435,3,1
7684,0,1,0.0364,2,3
7685,21417,0,0.0364,4,0
7686,12,116,6.82,2,1
7687,332,0,0.435,4,3
7688,605,609,43,4,0
7689,0,1,0.136,4,3
7690,5006,0,0.0364,4,4
7691,2758,663,43,2,0
7692,25,0,0.0364,2,0
7693,369,0,0.0364,4,4
7694,16,35,0.136,3,0
7695,70,0,0.136,2,3
7696,10,0,0.136,4,0
7697,15,0,0.435,3,3
7698,182,1443,6.82,3,2
7699,134,0,43,2,4
7700,1291,0,43,2,0
7701,5896,0,1.43,1,3
7702,0,4,0.136,2,4
7703,478,816,43,2,4
7704,10,9,0.136,4,4
7705,0,0,0.136,2,0
7706,0,0,1.43,2,3
7707,2672,15619,43,2,3
7708,1,5,0.136,2,0
7709,6,37,43,4,0
7710,10,0,1.43,4,2
7711,2206,6156,43,2,4
7712,14278,44965,43,2,3
7713,16,42,0.136,4,3
7714,0,6,0.136,4,4
7715,23,0,6.82,3,3
7716,424,0,0.0364,2,1
7717,11,0,0.136,1,3
7718,1513,0,0.136,4,4
7719,21,84,1.43,4,2
7720,27,192,1.43,3,0
7721,136,465,43,1,1
7722,0,1,0.0364,2,3
7723,17,0,6.82,2,3
7724,16,24,0.136,2,3
7725,0,9,0.0364,2,4
7726,518,407,43,1,0
7727,43,232,6.82,2,2
7728,47,0,0.435,2,2
7729,6,13,0.136,3,0
7730,2,79,0.0364,4,0
7731,0,1,0.0364,2,3
7732,418,2342,6.82,4,0
